EntrezGeneID,EntrezGeneSymbol,UniProt
6480,ST6GAL1,P15907
6482,ST3GAL1,Q11201
6483,ST3GAL2,Q16842
6489,ST8SIA1,Q92185
6490,PMEL,P40967
6498,SKIL,P12757
6500,SKP1,P63208
6502,SKP2,Q13309
6504,SLAMF1,Q13291
6519,SLC3A1,Q07837
6520,SLC3A2,P08195
6525,SMTN,P53814
6528,SLC5A5,Q92911
6536,SLC6A9,P48067
6563,SLC14A1,Q13336
6576,SLC25A1,P53007
6585,SLIT1,O75093
6586,SLIT3,O75094
6590,SLPI,P03973
6591,SNAI2,O43623
6599,SMARCC1,Q92922
6606,SMN1,Q16637
6609,SMPD1,P17405
6611,SMS,P52788
6612,SUMO3,P55854
6613,SUMO2,P61956
6614,SIGLEC1,Q9BZZ2
6616,SNAP25,P60880
6622,SNCA,P37840
6623,SNCG,O76070
6624,FSCN1,Q16658
6626,SNRPA,P09012
6627,SNRPA1,P09661
6629,SNRPB2,P08579
6631,SNRPC,P09234
6633,SNRPD2,P62316
6634,SNRPD3,P62318
6635,SNRPE,P62304
6636,SNRPF,P62306
6637,SNRPG,P62308
6640,SNTA1,Q13424
6641,SNTB1,Q13884
6642,SNX1,Q13596
6647,SOD1,P00441
6648,SOD2,P04179
6649,SOD3,P08294
6652,SORD,Q00796
6654,SOS1,Q07889
6657,SOX2,P48431
6662,SOX9,P48436
6663,SOX10,P56693
6675,UAP1,Q16222
6678,SPARC,P09486
6683,SPAST,Q9UBP0
6688,SPI1,P17947
6690,SPINK1,P00995
6691,SPINK2,P20155
6692,SPINT1,O43278
6693,SPN,P16150
6695,SPOCK1,Q08629
6696,SPP1,P10451
6697,SPR,P35270
6709,SPTAN1,Q13813
6714,SRC,P12931
6717,SRI,P30626
6718,AKR1D1,P51857
6723,SRM,P19623
6727,SRP14,P37108
6728,SRP19,P09132
6732,SRPK1,Q96SB4
6733,SRPK2,P78362
6736,SRY,Q05066
6737,TRIM21,P19474
6741,SSB,P05455
6742,SSBP1,Q04837
6745,SSR1,P43307
6746,SSR2,P43308
6749,SSRP1,Q08945
6750,SST,P61278
6751,SSTR1,P30872
6767,ST13,P50502
6769,STAC,Q99469
6770,STAR,P49675
6772,STAT1,P42224
6774,STAT3,P40763
6776,STAT5A,P42229
6777,STAT5B,P51692
6778,STAT6,P42226
6779,STATH,P02808
6780,STAU1,O95793
6781,STC1,P52823
6783,SULT1E1,P49888
6786,STIM1,Q13586
6788,STK3,Q13188
6789,STK4,Q13043
6790,AURKA,O14965
6793,STK10,O94804
6804,STX1A,Q16623
6809,STX3,Q13277
6810,STX4,Q12846
6815,STYX,Q8WUJ0
6817,SULT1A1,P50225
6819,SULT1C2,O00338
6820,SULT2B1,O00204
6821,SUOX,P51687
6822,SULT2A1,Q06520
6834,SURF1,Q15526
6843,VAMP1,P23763
6844,VAMP2,P63027
6845,VAMP7,P51809
6846,XCL2,Q9UBD3
6850,SYK,P43405
6857,SYT1,P21579
6860,SYT4,Q9H2B2
6861,SYT5,O00445
6863,TAC1,P20366
6868,ADAM17,P78536
6871,TADA2A,O75478
6876,TAGLN,Q01995
6881,TAF10,Q12962
6883,TAF12,Q16514
6892,TAPBP,O15533
6895,TARBP2,Q15633
6897,TARS1,P26639
6898,TAT,P17735
6900,CNTN2,Q02246
6902,TBCA,O75347
6903,TBCC,Q15814
6905,TBCE,Q15813
6906,SERPINA7,P05543
6908,TBP,P20226
6910,TBX5,Q99593
6916,TBXAS1,P24557
6917,TCEA1,P23193
6919,TCEA2,Q15560
6920,TCEA3,O75764
6925,TCF4,P15884
6926,TBX3,O15119
6927,HNF1A,P20823
6943,TCF21,O43680
6945,MLX,Q9UH92
6947,TCN1,P20061
6948,TCN2,P20062
6950,TCP1,P17987
6953,TCP10L3,Q12799
6954,TCP11,Q8WWU5
6975,TECTB,Q96PL2
6990,DYNLT3,P51808
6993,DYNLT1,P63172
6997,TDGF1,P13385
6999,TDO2,P48775
7004,TEAD4,Q15561
7005,TEAD3,Q99594
7006,TEC,P42680
7008,TEF,Q10587
7010,TEK,Q02763
7013,TERF1,P54274
7018,TF,P02787
7019,TFAM,Q00059
7031,TFF1,P04155
7032,TFF2,Q03403
7033,TFF3,Q07654
7035,TFPI,P10646
7036,TFR2,Q9UP52
7037,TFRC,P02786
7038,TG,P01266
7040,TGFB1,P01137
7042,TGFB2,P61812
7043,TGFB3,P10600
7044,LEFTY2,O00292
7045,TGFBI,Q15582
7046,TGFBR1,P36897
7047,TGM4,P49221
7048,TGFBR2,P37173
7049,TGFBR3,Q03167
7051,TGM1,P22735
7052,TGM2,P21980
7057,THBS1,P07996
7058,THBS2,P35442
7059,THBS3,P49746
7060,THBS4,P35443
7064,THOP1,P52888
7066,THPO,P40225
7067,THRA,P10827
7068,THRB,P10828
7070,THY1,P04216
7072,TIA1,P31483
7073,TIAL1,Q01085
7074,TIAM1,Q13009
7075,TIE1,P35590
7076,TIMP1,P01033
7077,TIMP2,P16035
7078,TIMP3,P35625
7079,TIMP4,Q99727
7082,TJP1,Q07157
7083,TK1,P04183
7084,TK2,O00142
7086,TKT,P29401
7087,ICAM5,Q9UMF0
7092,TLL1,O43897
7096,TLR1,Q15399
7097,TLR2,O60603
7098,TLR3,O15455
7099,TLR4,O00206
7100,TLR5,O60602
7111,TMOD1,P28289
7123,CLEC3B,P05452
7124,TNF,P01375
7126,TNFAIP1,Q13829
7128,TNFAIP3,P21580
7130,TNFAIP6,P98066
7132,TNFRSF1A,P19438
7133,TNFRSF1B,P20333
7136,TNNI2,P48788
7137,TNNI3,P19429
7139,TNNT2,P45379
7140,TNNT3,P45378
7143,TNR,Q92752
7148,TNXB,P22105
7150,TOP1,P11387
7157,TP53,P04637
7165,TPD52L2,O43399
7166,TPH1,P17752
7167,TPI1,P60174
7168,TPM1,P09493
7169,TPM2,P07951
7170,TPM3,P06753
7171,TPM4,P67936
7172,TPMT,P51580
7173,TPO,P07202
7174,TPP2,P29144
7177,TPSAB1,Q15661
7178,TPT1,P13693
7180,CRISP2,P16562
7184,HSP90B1,P14625
7200,TRH,P20396
7204,TRIO,O75962
7247,TSN,Q15631
7249,TSC2,P49815
7251,TSG101,Q99816
7253,TSHR,P16473
7263,TST,Q16762
7264,TSTA3,Q13630
7265,TTC1,Q99614
7273,TTN,Q8WZ42
7287,TULP1,O00294
7292,TNFSF4,P23510
7293,TNFRSF4,P43489
7295,TXN,P10599
7296,TXNRD1,Q16881
7297,TYK2,P29597
7298,TYMS,P04818
7301,TYRO3,Q06418
7306,TYRP1,P17643
7314,UBB,P0CG47
7316,UBC,P0CG48
7317,UBA1,P22314
7318,UBA7,P41226
7319,UBE2A,P49459
7320,UBE2B,P63146
7321,UBE2D1,P51668
7322,UBE2D2,P62837
7323,UBE2D3,P61077
7324,UBE2E1,P51965
7326,UBE2G1,P62253
7327,UBE2G2,P60604
7328,UBE2H,P62256
7329,UBE2I,P63279
7332,UBE2L3,P68036
7334,UBE2N,P61088
7336,UBE2V2,Q15819
7337,UBE3A,Q05086
7345,UCHL1,P09936
7353,UFD1,Q92890
7358,UGDH,O60701
7360,UGP2,Q16851
7366,UGT2B15,P54855
7369,UMOD,P07911
7371,UCK2,Q9BZX2
7374,UNG,P13051
7375,USP4,Q13107
7376,NR1H2,P55055
7378,UPP1,Q16831
7381,UQCRB,P14927
7389,UROD,P06132
7390,UROS,P10746
7391,USF1,P22415
7392,USF2,Q15853
7398,USP1,O94782
7407,VARS1,P26640
7408,VASP,P50552
7409,VAV1,P15498
7411,VBP1,P61758
7412,VCAM1,P19320
7414,VCL,P18206
7415,VCP,P55072
7421,VDR,P11473
7422,VEGFA,P15692
7423,VEGFB,P49765
7424,VEGFC,P49767
7428,VHL,P40337
7429,VIL1,P09327
7430,EZR,P15311
7431,VIM,P08670
7432,VIP,P01282
7436,VLDLR,P98155
7443,VRK1,Q99986
7447,VSNL1,P62760
7448,VTN,P04004
7450,VWF,P04275
7453,WARS1,P23381
7454,WAS,P42768
7458,EIF4H,Q15056
7462,LAT2,Q9GZY6
7469,NELFA,Q9H3P2
7474,WNT5A,P41221
7476,WNT7A,O00755
7480,WNT10B,O00744
7481,WNT11,O96014
7494,XBP1,P17861
7498,XDH,P47989
7499,XG,P55808
7511,XPNPEP1,Q9NQW7
7515,XRCC1,P18887
7518,XRCC4,Q13426
7525,YES1,P07947
7528,YY1,P25490
7529,YWHAB,P31946
7531,YWHAE,P62258
7532,YWHAG,P61981
7533,YWHAH,Q04917
7534,YWHAZ,P63104
7535,ZAP70,P43403
7536,SF1,Q15637
7538,ZFP36,P26651
7556,ZNF10,P21506
7566,ZNF18,P17022
7571,ZNF23,P17027
7592,ZNF41,P51814
7593,MZF1,P28698
7620,ZNF69,Q9UC07
7626,ZNF75D,P51815
7693,ZNF134,P52741
7704,ZBTB16,Q05516
7727,ZNF174,Q15697
7728,ZNF175,Q9Y473
7733,ZNF180,Q9UJW8
7763,ZFAND5,O76080
7773,ZNF230,Q9UIE0
7781,SLC30A3,Q99726
7791,ZYX,Q15942
7802,DNALI1,O14645
7803,PTP4A1,Q93096
7804,LRP8,Q14114
7812,CSDE1,O75534
7832,BTG2,P78543
7837,PXDN,Q92626
7849,PAX8,Q06710
7850,IL1R2,P27930
7855,FZD5,Q13467
7862,BRPF1,P55201
7867,MAPKAPK3,Q16644
7869,SEMA3B,Q13214
7873,MANF,P55145
7879,RAB7A,P51149
7884,SLBP,Q14493
7903,ST8SIA4,Q92187
7915,ALDH5A1,P51649
7917,BAG6,P46379
7919,DDX39B,Q13838
7923,HSD17B8,Q92506
7936,NELFE,P18615
7940,LST1,O00453
7941,PLA2G7,Q13093
7980,TFPI2,P48307
8029,CUBN,O60494
8038,ADAM12,O43184
8048,CSRP3,P50461
8050,PDHX,O00330
8073,PTP4A2,Q12974
8074,FGF23,Q9GZV9
8076,MFAP5,Q13361
8078,USP5,P45974
8082,SSPN,Q14714
8085,KMT2D,O14686
8087,FXR1,P51114
8089,YEATS4,O95619
8091,HMGA2,P52926
8099,CDK2AP1,O14519
8106,PABPN1,Q86U42
8111,GPR68,Q15743
8115,TCL1A,P56279
8125,ANP32A,P39687
8128,ST8SIA2,Q92186
8139,GAN,Q9H2C0
8148,TAF15,Q92804
8170,SLC14A2,Q15849
8174,MADCAM1,Q13477
8178,ELL,P55199
8190,MIA,Q16674
8192,CLPP,Q16740
8200,GDF5,P43026
8209,None,P30042
8214,DGCR6,Q14129
8220,ESS2,Q96DF8
8224,SYN3,O14994
8226,PUDP,Q08623
8237,USP11,P51784
8260,NAA10,P41227
8266,UBL4A,P11441
8289,ARID1A,O14497
8302,KLRC4,O43908
8313,AXIN2,Q9Y2T1
8314,BAP1,Q92560
8321,FZD1,Q9UP38
8322,FZD4,Q9ULV1
8324,FZD7,O75084
8325,FZD8,Q9H461
8326,FZD9,O00144
8329,H2AC11,P0C0S8
8349,H2BC21,Q16778
8350,H3C1,P68431
8379,MAD1L1,Q9Y6D9
8396,PIP4K2B,P78356
8399,PLA2G10,O15496
8404,SPARCL1,Q14515
8405,SPOP,O43791
8407,TAGLN2,P37802
8411,EEA1,Q15075
8412,BCAR3,O75815
8416,ANXA9,O76027
8417,STX7,O15400
8425,LTBP4,Q8N2S1
8428,STK24,Q9Y6E0
8440,NCK2,O43639
8444,DYRK3,O43781
8445,DYRK2,Q92630
8447,DOC2B,Q14184
8450,CUL4B,Q13620
8452,CUL3,Q13618
8454,CUL1,Q13616
8455,ATRN,O75882
8459,TPST2,O60704
8460,TPST1,O60507
8468,FKBP6,O75344
8473,OGT,O15294
8476,CDC42BPA,Q5VT25
8479,HIRIP3,Q9BW71
8482,SEMA7A,O75326
8483,CILP,O75339
8490,RGS5,O15539
8491,MAP4K3,Q8IVH8
8493,PPM1D,O15297
8498,RANBP3,Q9H6Z4
8500,PPFIA1,Q13136
8514,KCNAB2,Q13303
8517,IKBKG,Q9Y6K9
8518,ELP1,O95163
8520,HAT1,O14929
8522,GAS7,O60861
8530,CST7,O76096
8532,CPZ,Q66K79
8534,CHST1,O43916
8536,CAMK1,Q14012
8542,APOL1,O14791
8543,LMO4,P61968
8544,PIR,O00625
8545,CGGBP1,Q9UFW8
8547,FCN3,O75636
8549,LGR5,O75473
8550,MAPKAPK5,Q8IW41
8557,TCAP,O15273
8559,PRPF18,Q99633
8562,DENR,O43583
8564,KMO,O15229
8565,YARS1,P54577
8566,PDXK,O00764
8569,MKNK1,Q9BUB5
8570,KHSRP,Q92945
8572,PDLIM4,P50479
8573,CASK,O14936
8574,AKR7A2,O43488
8575,PRKRA,O75569
8576,STK16,O75716
8578,SCARF1,Q14162
8581,LY6D,Q14210
8600,TNFSF11,O14788
8607,RUVBL1,Q9Y265
8608,RDH16,O75452
8614,STC2,O76061
8615,USO1,O60763
8620,NPFF,O15130
8623,ASMTL,O95671
8626,TP63,Q9H3D4
8633,UNC5C,O95185
8634,RTCA,O00442
8635,RNASET2,O00584
8636,SSNA1,O43805
8637,EIF4EBP3,O60516
8638,OASL,Q15646
8639,AOC3,Q16853
8644,AKR1C3,P42330
8646,CHRD,Q9H2X0
8649,LAMTOR3,Q9UHA4
8650,NUMB,P49757
8654,PDE5A,O76074
8655,DYNLL1,P63167
8658,TNKS,O95271
8662,EIF3B,P55884
8666,EIF3G,O75821
8669,EIF3J,O75822
8672,EIF4G3,O43432
8673,VAMP8,Q9BV40
8674,VAMP4,O75379
8677,STX10,O60499
8678,BECN1,Q14457
8682,PEA15,Q15121
8685,MARCO,Q9UEW3
8703,B4GALT3,O60512
8704,B4GALT2,O60909
8707,B3GALT2,O43825
8708,B3GALT1,Q9Y5Z6
8717,TRADD,Q15628
8720,MBTPS1,Q14703
8721,EDF1,O60869
8722,CTSF,Q9UBX1
8723,SNX4,O95219
8724,SNX3,O60493
8726,EED,O75530
8728,ADAM19,Q9H013
8732,RNGTT,O60942
8738,CRADD,P78560
8739,HRK,O00198
8740,TNFSF14,O43557
8743,TNFSF10,P50591
8744,TNFSF9,P41273
8745,ADAM23,O75077
8751,ADAM15,Q13444
8754,ADAM9,Q13443
8756,ADAM7,Q9H2U9
8761,PABPC4,Q13310
8764,TNFRSF14,Q92956
8766,RAB11A,P62491
8767,RIPK2,O43353
8771,TNFRSF6B,O95407
8772,FADD,Q13158
8773,SNAP23,O00161
8774,NAPG,Q99747
8775,NAPA,P54920
8776,MTMR1,Q13613
8777,MPDZ,O75970
8778,SIGLEC5,O15389
8784,TNFRSF18,Q9Y5U5
8785,MATN4,O95460
8788,DLK1,P80370
8789,FBP2,O00757
8792,TNFRSF11A,Q9Y6Q6
8793,TNFRSF10D,Q9UBN6
8795,TNFRSF10B,O14763
8797,TNFRSF10A,O00220
8804,CREG1,O75629
8807,IL18RAP,O95256
8808,IL1RL2,Q9HB29
8809,IL18R1,Q13478
8816,DCAF5,Q96JK2
8817,FGF18,O76093
8819,SAP30,O75446
8821,INPP4B,O15327
8822,FGF17,O60258
8823,FGF16,O43320
8825,LIN7A,O14910
8828,NRP2,O60462
8829,NRP1,O14786
8832,CD84,Q9UIB8
8833,GMPS,P49915
8836,GGH,Q92820
8838,CCN6,O95389
8839,CCN5,O76076
8840,CCN4,O95388
8842,PROM1,O43490
8850,KAT2B,Q92831
8853,ASAP2,O43150
8854,ALDH1A2,O94788
8861,LDB1,Q86U70
8862,APLN,Q9ULZ1
8869,ST3GAL5,Q9UNP4
8870,IER3,P46695
8874,ARHGEF7,Q14155
8875,VNN2,O95498
8877,SPHK1,Q9NYA1
8878,SQSTM1,Q13501
8880,FUBP1,Q96AE4
8883,NAE1,Q13564
8887,TAX1BP1,Q86VP1
8894,EIF2S2,P20042
8896,BUD31,P41223
8900,CCNA1,P78396
8904,CPNE1,Q99829
8905,AP1S2,P56377
8906,AP1G2,O75843
8908,GYG2,O15488
8909,ENDOU,P21128
8914,TIMELESS,Q9UNS1
8915,BCL10,O95999
8925,HERC1,Q15751
8930,MBD4,O95243
8939,FUBP3,Q96I24
8942,KYNU,Q16719
8971,H1-10,Q92522
8974,P4HA2,O15460
8976,WASL,O00401
8985,PLOD3,O60568
8988,HSPB3,Q12988
8991,SELENBP1,Q13228
8993,PGLYRP1,O75594
8994,LIMD1,Q9UGP4
8995,TNFSF18,Q9UNG2
8999,CDKL2,Q92772
9019,MPZL1,O95297
9021,SOCS3,O14543
9022,CLIC3,O95833
9024,BRSK2,Q8IWQ3
9025,RNF8,O76064
9026,HIP1R,O75146
9037,SEMA5A,Q13591
9039,UBA3,Q8TBC4
9040,UBE2M,P61081
9046,DOK2,O60496
9048,ARTN,Q5T4W7
9049,AIP,O00170
9051,PSTPIP1,O43586
9055,PRC1,O43663
9061,PAPSS1,O43252
9066,SYT7,O43581
9068,ANGPTL1,O95841
9070,ASH2L,Q9UBL3
9076,CLDN1,O95832
9077,DIRAS3,O95661
9079,LDB2,O43679
9097,USP14,P54578
9099,USP2,O75604
9100,USP10,Q14694
9101,USP8,P40818
9104,RGN,Q15493
9107,MTMR6,Q9Y217
9108,MTMR7,Q9Y216
9111,NMI,Q13287
9118,INA,Q16352
9123,SLC16A3,O15427
9124,PDLIM1,O00151
9125,CNOT9,Q92600
9126,SMC3,Q9UQE7
9127,P2RX6,O15547
9130,FAM50A,Q14320
9131,AIFM1,O95831
9133,CCNB2,O95067
9135,RABEP1,Q15276
9138,ARHGEF1,Q92888
9141,PDCD5,O14737
9143,SYNGR3,O43761
9146,HGS,O14964
9148,NEURL1,O76050
9158,FIBP,O43427
9159,PCSK7,Q16549
9166,EBAG9,O00559
9167,COX7A2L,O14548
9172,MYOM2,P54296
9173,IL1RL1,Q01638
9179,AP4M1,O00189
9180,OSMR,Q99650
9181,ARHGEF2,Q92974
9185,REPS2,Q8NFH8
9196,KCNAB3,O43448
9201,DCLK1,O15075
9209,LRRFIP2,Q9Y608
9210,BMP15,O95972
9212,AURKB,Q96GD4
9214,FCMR,O60667
9215,LARGE1,O95461
9217,VAPB,O95292
9218,VAPA,Q9P0L0
9230,RAB11B,Q15907
9232,PTTG1,O95997
9235,IL32,P24001
9236,CCPG1,Q9ULG6
9241,NOG,Q13253
9242,MSC,O60682
9244,CRLF1,O75462
9249,DHRS3,O75911
9253,NUMBL,Q9Y6R0
9255,AIMP1,Q12904
9261,MAPKAPK2,P49137
9262,STK17B,O94768
9265,CYTH3,O43739
9266,CYTH2,Q99418
9267,CYTH1,Q15438
9271,PIWIL1,Q96J94
9276,COPB2,P35606
9289,ADGRG1,Q9Y653
9296,ATP6V1F,Q16864
9308,CD83,Q01151
9313,MMP20,O60882
9314,KLF4,O43474
9315,NREP,Q16612
9317,PTER,Q96BW5
9318,COPS2,P61201
9322,TRIP10,Q15642
9324,HMGN3,Q15651
9331,B4GALT6,Q9UBX8
9332,CD163,Q86VB7
9334,B4GALT5,O43286
9338,TCEAL1,Q15170
9341,VAMP3,Q15836
9342,SNAP29,O95721
9350,CER1,O95813
9352,TXNL1,O43396
9353,SLIT2,O94813
9354,UBE4A,Q14139
9360,PPIG,Q13427
9361,LONP1,P36776
9362,CPNE6,O95741
9363,RAB33A,Q14088
9365,KL,Q9UEF7
9368,SLC9A3R1,O14745
9369,NRXN3,Q9HDB5
9370,ADIPOQ,Q15848
9371,KIF3B,O15066
9377,COX5A,P20674
9378,NRXN1,P58400
9379,NRXN2,P58401
9380,GRHPR,Q9UBQ7
9388,LIPG,Q9Y5X9
9391,CIAO1,O76071
9394,HS6ST1,O60243
9397,NMT2,O60551
9399,STOML1,Q9UBI4
9402,GRAP2,O75791
9403,SELENOF,O60613
9407,TMPRSS11D,O60235
9413,FAM189A2,Q15884
9416,DDX23,Q9BUQ8
9419,CRIPT,Q9P021
9422,ZNF264,O43296
9423,NTN1,O95631
9427,ECEL1,O95672
9435,CHST2,Q9Y4C5
9436,NCR2,O95944
9437,NCR1,O76036
9444,QKI,Q96PU8
9445,ITM2B,Q9Y287
9447,AIM2,O14862
9450,LY86,O95711
9452,ITM2A,O43736
9453,GGPS1,O95749
9454,HOMER3,Q9NSC5
9455,HOMER2,Q9NSB8
9456,HOMER1,Q86YM7
9463,PICK1,Q9NRD5
9465,AKAP7,O43687
9466,IL27RA,Q6UWB1
9467,SH3BP5,O60239
9469,CHST3,Q7LGC8
9470,EIF4E2,O60573
9474,ATG5,Q9H1Y0
9475,ROCK2,O75116
9477,MED20,Q9H944
9482,STX8,Q9UNK0
9486,CHST10,O43529
9493,KIF23,Q02241
9498,SLC4A8,Q2Y0W8
9500,MAGED1,Q9Y5V3
9502,XAGE2,Q96GT9
9506,PAGE4,O60829
9507,ADAMTS4,O75173
9508,ADAMTS3,O15072
9514,GAL3ST1,Q99999
9517,SPTLC2,O15270
9518,GDF15,Q99988
9519,TBPL1,P62380
9521,EEF1E1,O43324
9525,VPS4B,O75351
9527,GOSR1,O95249
9529,BAG5,Q9UL15
9530,BAG4,O95429
9531,BAG3,O95817
9532,BAG2,O95816
9533,POLR1C,O15160
9535,GMFG,O60234
9537,TP53I11,O14683
9540,TP53I3,Q53FA7
9542,NRG2,O14511
9543,IGDCC3,Q8IVU1
9545,RAB3D,O95716
9547,CXCL14,O95715
9551,ATP5MF,P56134
9552,SPAG7,O75391
9553,MRPL33,O75394
9555,MACROH2A1,O75367
9557,CHD1L,Q86WJ1
9559,VPS26A,O75436
9562,MINPP1,Q9UNW1
9563,H6PD,O95479
9568,GABBR2,O75899
9572,NR1D1,P20393
9573,GDF3,Q9NR23
9578,CDC42BPB,Q9Y5S2
9584,RBM39,Q14498
9587,MAD2L1BP,Q15013
9588,PRDX6,P30041
9589,WTAP,Q15007
9592,IER2,Q9BTL4
9595,CYTIP,O60759
9601,PDIA4,P13667
9605,VPS9D1,Q9Y2B5
9607,CARTPT,Q16568
9615,GDA,Q9Y2T3
9618,TRAF4,Q9BUZ4
9622,KLK4,Q9Y5K2
9623,TCL1B,O95988
9627,SNCAIP,Q9Y6H5
9635,CLCA2,Q9UQC9
9636,ISG15,P05161
9639,ARHGEF10,O15013
9643,MORF4L2,Q15014
9647,PPM1F,P49593
9650,MTFR1,Q15390
9653,HS2ST1,Q7LGA3
9671,WSCD2,Q2TBF2
9672,SDC3,O75056
9674,KIAA0040,Q15053
9685,CLINT1,Q14677
9686,VGLL4,Q14135
9694,EMC2,Q15006
9719,ADAMTSL2,Q86TH1
9723,SEMA3E,O15041
9727,RAB11FIP3,O75154
9746,CLSTN3,Q9BQT9
9751,SNPH,O15079
9759,HDAC4,P56524
9761,MLEC,Q14165
9768,PCLAF,Q15004
9770,RASSF2,P50749
9771,RAPGEF5,Q92565
9775,EIF4A3,P38919
9779,TBC1D5,Q92609
9780,PIEZO1,Q92508
9784,SNX17,Q15036
9785,DHX38,Q92620
9796,PHYHIP,Q92561
9798,IST1,P53990
9804,TOMM20,Q15388
9806,SPOCK2,Q92563
9807,IP6K1,Q92551
9813,EFCAB14,O75071
9817,KEAP1,Q14145
9837,GINS1,Q14691
9843,HEPH,Q9BQS7
9844,ELMO1,Q92556
9848,MFAP3L,O75121
9854,C2CD2L,O14523
9861,PSMD6,Q15008
9863,MAGI2,Q86UL8
9865,TRIL,Q7L0X0
9874,TLK1,Q9UKI8
9896,FIG4,Q92562
9900,SV2A,Q7L0J3
9902,MRC2,Q9UBG0
9904,RBM19,Q9Y4C8
9908,G3BP2,Q9UN86
9910,RABGAP1L,Q5R372
9917,FAM20B,O75063
9920,KBTBD11,O94819
9929,JOSD1,Q15040
9938,ARHGAP25,P42331
9941,EXOG,Q9Y2C4
9942,XYLB,O75191
9943,OXSR1,O95747
9945,GFPT2,O94808
9946,CRYZL1,O95825
9951,HS3ST4,Q9Y661
9953,HS3ST3B1,Q9Y662
9955,HS3ST3A1,Q9Y663
9957,HS3ST1,O14792
9958,USP15,Q9Y4E8
9960,USP3,Q9Y6I4
9961,MVP,Q14764
9965,FGF19,O95750
9966,TNFSF15,O95150
9971,NR1H4,Q96RI1
9975,NR1D2,Q14995
9976,CLEC2B,Q92478
9982,FGFBP1,Q14512
9984,THOC1,Q96FV9
9987,HNRNPDL,O14979
9993,DGCR2,P98153
9997,SCO2,O43819
10000,AKT3,Q9Y243
10003,NAALAD2,Q9Y3Q0
10004,NAALADL1,Q9UQQ1
10005,ACOT8,O14734
10007,GNPDA1,P46926
10008,KCNE3,Q9Y6H6
10009,ZBTB33,Q86T24
10010,TANK,Q92844
10011,SRA1,Q9HD15
10013,HDAC6,Q9UBN7
10015,PDCD6IP,Q8WUM4
10016,PDCD6,O75340
10017,BCL2L10,Q9HD36
10019,SH2B3,Q9UQQ2
10020,GNE,Q9Y223
10022,INSL5,Q9Y5Q6
10040,TOM1L1,O75674
10043,TOM1,O60784
10044,SH2D3C,Q8N5H7
10047,CST8,O60676
10049,DNAJB6,O75190
10059,DNM1L,O00429
10068,IL18BP,O95998
10073,SNUPN,O95149
10076,PTPRU,Q92729
10078,TSSC4,Q9Y5U2
10082,GPC6,Q9Y625
10083,USH1C,Q9Y6N9
10084,PQBP1,O60828
10085,EDIL3,O43854
10087,CERT1,Q9Y5P4
10090,UST,Q9Y2C2
10092,ARPC5,O15511
10094,ARPC3,O15145
10095,ARPC1B,O15143
10101,NUBP2,Q9Y5Y2
10105,PPIF,P30405
10109,ARPC2,O15144
10114,HIPK3,Q9H422
10127,ZNF263,O14978
10130,PDIA6,Q15084
10135,NAMPT,P43490
10146,G3BP1,Q13283
10148,EBI3,Q14213
10149,ADGRG2,Q8IZP9
10150,MBNL2,Q5VZF2
10154,PLXNC1,O60486
10155,TRIM28,Q13263
10164,CHST4,Q8NCG5
10169,SERF2,P84101
10170,DHRS9,Q9BPW9
10174,SORBS3,O60504
10193,RNF41,Q9H4P4
10196,PRMT3,O60678
10197,PSME3,P61289
10204,NUTF2,P61970
10205,MPZL2,O60487
10209,EIF1,P41567
10217,CTDSPL,O15194
10218,ANGPTL7,O43827
10220,GDF11,O95390
10225,CD96,P40200
10226,PLIN3,O60664
10228,STX6,O43752
10229,COQ7,Q99807
10231,RCAN2,Q14206
10232,MSLN,Q13421
10236,HNRNPR,O43390
10241,CALCOCO2,Q13137
10243,GPHN,Q9NQX3
10244,RABEPK,Q7Z6M1
10247,RIDA,P52758
10248,POP7,O75817
10249,GLYAT,Q6IB77
10262,SF3B4,Q15427
10263,CDK2AP2,O75956
10267,RAMP1,O60894
10268,RAMP3,O60896
10272,FSTL3,O95633
10273,STUB1,Q9UNE7
10276,NET1,Q7Z628
10278,EFS,O43281
10284,SAP18,O00422
10285,SMNDC1,O75940
10287,RGS19,P49795
10288,LILRB2,Q8N423
10289,EIF1B,O60739
10294,DNAJA2,O60884
10296,MAEA,Q7L5Y9
10298,PAK4,O96013
10307,APBB3,O95704
10314,LANCL1,O43813
10317,B3GALT5,Q9Y2C3
10318,TNIP1,Q15025
10321,CRISP3,P54108
10324,KLHL41,O60662
10326,SIRPB1,O00241
10327,AKR1A1,P14550
10328,EMC8,O43402
10332,CLEC4M,Q9H2X3
10335,IRAG1,Q9Y6F6
10344,CCL26,Q9Y258
10352,WARS2,Q9UGM6
10361,NPM2,Q86SE8
10362,HMG20B,Q9P0W2
10363,HMG20A,Q9NP66
10371,SEMA3A,Q14563
10379,IRF9,Q00978
10380,BPNT1,O95861
10384,BTN3A3,O00478
10385,BTN2A2,Q8WVV5
10393,ANAPC10,Q9UM13
10394,PRG3,Q9Y2Y8
10397,NDRG1,Q92597
10398,MYL9,P24844
10399,RACK1,P63244
10401,PIAS3,Q9Y6X2
10402,ST3GAL6,Q9Y274
10403,NDC80,O14777
10404,CPQ,Q9Y646
10406,WFDC2,Q14508
10407,SPAG11A,Q08648
10407,SPAG11B,Q08648
10409,BASP1,P80723
10413,YAP1,P46937
10417,SPON2,Q9BUD6
10418,SPON1,Q9HCB6
