EntrezGeneID,EntrezGeneSymbol,UniProt
51454,GULP1,Q9UBP9
51465,UBE2J1,Q9Y385
51466,EVL,Q9UI08
51474,LIMA1,Q9UHB6
51475,CABP2,Q9NPB3
51478,HSD17B7,P56937
51481,VCX3A,Q9NNX9
51491,NOP16,Q9Y3C1
51499,TRIAP1,O43715
51501,HIKESHI,Q53FT3
51504,TRMT112,Q9UI30
51506,UFC1,Q9Y3C8
51513,ETV7,Q9Y603
51517,NCKIPSD,Q9NZQ3
51527,GSKIP,Q9P0R6
51534,VTA1,Q9NP79
51538,ZCCHC17,Q9NP64
51540,SCLY,Q96I15
51548,SIRT6,Q8N6T7
51550,CINP,Q9BW66
51552,RAB14,P61106
51557,LGSN,Q5TDP6
51559,NT5DC3,Q86UY8
51560,RAB6B,Q9NRW1
51561,IL23A,Q9NPF7
51569,UFM1,P61960
51571,CYRIB,Q9NUQ9
51582,AZIN1,O14977
51588,PIAS4,Q8N2W9
51593,SRRT,Q9BXP5
51596,CUTA,O60888
51605,TRMT6,Q9UJA5
51611,DPH5,Q9H2P9
51619,UBE2D4,Q9Y2X8
51637,RTRAF,Q9Y224
51639,SF3B6,Q9Y3B4
51645,PPIL1,Q9Y3C6
51651,PTRH2,Q9Y3E5
51660,MPC1,Q9Y5U8
51661,FKBP7,Q9Y680
51667,NUB1,Q9Y5A7
51673,TPPP3,Q9BW30
51678,MPP6,Q9NZW5
51684,SUFU,Q9UMX1
51699,VPS29,Q9UBQ0
51700,CYB5R2,Q6BCY4
51706,CYB5R1,Q9UHQ9
51715,RAB23,Q9ULC3
51719,CAB39,Q9Y376
51726,DNAJB11,Q9UBS4
51727,CMPK1,P30085
51728,POLR3K,Q9Y2Y1
51733,UPB1,Q9UBR1
51734,MSRB1,Q9NZV6
51738,GHRL,Q9UBU3
51741,WWOX,Q9NZC7
51744,CD244,Q9BZW8
51752,ERAP1,Q9NZ08
51754,TMEM8B,A6NDV4
51760,SYT17,Q9BSW7
51762,RAB8B,Q92930
51816,ADA2,Q9NZK5
53335,BCL11A,Q9H165
53340,SPA17,Q15506
53342,IL17D,Q8TAD2
53343,NUDT9,Q9BW91
53347,UBASH3A,P57075
53353,LRP1B,Q9NZR2
53354,PANK1,Q8TE04
53405,CLIC5,Q9NZA1
53407,STX18,Q9P2W9
53616,ADAM22,Q9P0K1
53820,RIPPLY3,P57055
53826,FXYD6,Q9H0Q3
53832,IL20RA,Q9UHF4
53833,IL20RB,Q6UXL0
53834,FGFRL1,Q8N441
53841,CDHR5,Q9HBB8
53916,RAB4B,P61018
53917,RAB24,Q969Q5
53918,PELO,Q9BRX2
53938,PPIL3,Q9H2H8
53940,FTHL17,Q9BXU8
53942,CNTN5,O94779
53944,CSNK1G1,Q9HCP0
53947,A4GALT,Q9NPC4
54039,PCBP3,P57721
54084,TSPEAR,Q8WU66
54097,FAM3B,P58499
54107,POLE3,Q9NRF9
54149,EURL,Q9NYK6
54165,DCUN1D1,Q96GG9
54187,NANS,Q9NR45
54205,CYCS,P99999
54209,TREM2,Q9NZC2
54210,TREM1,Q9NP99
54363,HAO1,Q9UJM8
54413,NLGN3,Q9NZ94
54414,SIAE,Q9HAT2
54431,DNAJC10,Q8IXB1
54437,SEMA5B,Q9P283
54442,KCTD5,Q9NXV2
54463,RETREG1,Q9H6L5
54471,MIEF1,Q9NQG6
54472,TOLLIP,Q9H0E2
54474,KRT20,P35900
54495,TMX3,Q96JJ7
54504,CPVL,Q9H3G5
54516,MTRF1L,Q9UGC7
54517,PUS7,Q96PZ0
54518,APBB1IP,Q7Z5R6
54522,ANKRD16,Q6P6B7
54538,ROBO4,Q8WZ75
54539,NDUFB11,Q9NX14
54541,DDIT4,Q9NX09
54557,SGTB,Q96EQ0
54567,DLL4,Q9NR61
54576,UGT1A8,Q9HAW9
54578,UGT1A6,P19224
54583,EGLN1,Q9GZT9
54585,LZTFL1,Q9NQ48
54586,EQTN,Q9NQ60
54587,MXRA8,Q9BRK3
54621,VSIG10,Q8N0Z9
54622,ARL15,Q9NXU5
54658,UGT1A1,P22309
54662,TBC1D13,Q9NVG8
54664,TMEM106B,Q9NUM4
54677,CROT,Q9UKG9
54682,MANSC1,Q9H8J5
54704,PDP1,Q9P0J1
54715,RBFOX1,Q9NWB1
54732,TMED9,Q9BVK6
54738,FEV,Q99581
54749,EPDR1,Q9UM22
54751,FBLIM1,Q8WUP2
54752,FNDC8,Q8TC99
54756,IL17RD,Q8NFM7
54757,FAM20A,Q96MK3
54762,GRAMD1C,Q8IYS0
54764,ZRANB1,Q9UGI0
54766,BTG4,Q9NY30
54788,DNAJB12,Q9NXW2
54810,GIPC2,Q8TF65
54814,QPCTL,Q9NXS2
54820,NDE1,Q9NXR1
54829,ASPN,Q9BXN1
54838,WBP1L,Q9NX94
54840,APTX,Q7Z2E3
54843,SYTL2,Q9HCH5
54845,ESRP1,Q6NXG1
54858,PGPEP1,Q9NXJ5
54863,TOR4A,Q9NXH8
54869,EPS8L1,Q8TE68
54873,PALMD,Q9NP74
54894,RNF43,Q68DV7
54908,SPDL1,Q96EA4
54910,SEMA4C,Q9C0C4
54913,RPP25,Q9BUL9
54920,DUS2,Q9NX74
54921,CHTF8,P0CG13
54928,BPNT2,Q9NX62
54935,DUSP23,Q9BVJ7
54936,ADPRS,Q9NX46
54938,SARS2,Q9NP81
54940,OCIAD1,Q9NX40
54947,LPCAT2,Q7L5N7
54949,SDHAF2,Q9NX18
54951,COMMD8,Q9NX08
54956,PARP16,Q8N5Y8
54957,TXNL4B,Q9NX01
54962,TIPIN,Q9BVW5
54964,MENT,Q9BUN1
54967,CT55,Q8WUE5
54968,TMEM70,Q9BUB7
54972,TMEM132A,Q24JP5
54974,THG1L,Q9NWX6
54977,SLC25A38,Q96DW6
54979,PLAAT2,Q9NWW9
54981,NMRK1,Q9NWW6
54994,GID8,Q9NWU2
54995,OXSM,Q9NWU1
54997,TESC,Q96BS2
55006,TRMT61B,Q9BVS5
55007,FAM118A,Q9NWS6
55011,PIH1D1,Q9NWS0
55014,STX17,P56962
55022,PID1,Q7Z2X4
55033,FKBP14,Q9NWM8
55034,MOCOS,Q96EN8
55055,ZWILCH,Q9H900
55068,ENOX1,Q8TC92
55072,RNF31,Q96EP0
55080,TAPBPL,Q9BX59
55093,NTAQ1,Q96HA8
55095,SAMD4B,Q5PRF9
55109,AGGF1,Q8N302
55110,MAGOHB,Q96A72
55118,CRTAC1,Q9NQ79
55120,FANCL,Q9NW38
55122,AKIRIN2,Q53H80
55146,ZDHHC4,Q9NPG8
55147,RBM23,Q86U06
55149,MTPAP,Q9NVV4
55151,TMEM38B,Q9NVV0
55157,DARS2,Q6PI48
55163,PNPO,Q9NVS9
55177,RMDN3,Q96TC7
55179,FAIM,Q9NVQ4
55190,NUDT11,Q96G61
55192,DNAJC17,Q9NVM6
55193,PBRM1,Q86U86
55194,EVA1B,Q9NVM1
55197,RPRD1A,Q96P16
55204,GOLPH3L,Q9H4A5
55207,ARL8B,Q9NVJ2
55208,DCUN1D2,Q6PH85
55211,DPPA4,Q7L190
55219,MACO1,Q8N5G2
55222,LRRC20,Q8TCA0
55223,TRIM62,Q9BVG3
55224,ETNK2,Q9NVF9
55233,MOB1A,Q9H8S9
55236,UBA6,A0AVT1
55243,KIRREL1,Q96J84
55246,CCDC25,Q86WR0
55256,ADI1,Q9BV57
55269,PSPC1,Q8WXF1
55270,NUDT15,Q9NV35
55275,VPS53,Q5VIR6
55276,PGM2,Q96G03
55280,CWF19L1,Q69YN2
55284,UBE2W,Q96B02
55285,RBM41,Q96IZ5
55288,RHOT1,Q8IXI2
55301,OLAH,Q9NV23
55303,GIMAP4,Q9NUV9
55308,DDX19A,Q9NUU7
55312,RFK,Q969G6
55313,CPPED1,Q9BRF8
55319,TMA16,Q96EY4
55324,ABCF3,Q9NUQ8
55327,LIN7C,Q9NUP9
55333,SYNJ2BP,P57105
55346,TCP11L1,Q9NUJ3
55347,ABHD10,Q9NUJ1
55364,IMPACT,Q9P2X3
55366,LGR4,Q9BXB1
55379,LRRC59,Q96AG4
55423,SIRPG,Q9P1W8
55435,AP1AR,Q63HQ0
55466,DNAJA4,Q8WW22
55500,ETNK1,Q9HBU6
55501,CHST12,Q9NRB3
55502,HES6,Q96HZ4
55504,TNFRSF19,Q9NS68
55509,BATF3,Q9NR55
55515,ASIC4,Q96FT7
55520,ELAC1,Q9H777
55540,IL17RB,Q9NRM6
55553,SOX6,P35712
55554,KLK15,Q9H2R5
55568,GALNT10,Q86SR1
55572,FOXRED1,Q96CU9
55576,STAB2,Q8WWQ8
55577,NAGK,Q9UJ70
55585,UBE2Q1,Q7Z7E8
55586,MIOX,Q9UGB7
55599,RNPC3,Q96LT9
55600,ITLN1,Q8WWA0
55614,KIF16B,Q96L93
55616,ASAP3,Q8TDY4
55622,TTC27,Q6P3X3
55624,POMGNT1,Q8WZA1
55633,TBC1D22B,Q9NU19
55636,CHD7,Q9P2D1
55651,NHP2,Q9NX24
55662,HIF1AN,Q9NWT6
55666,NPLOC4,Q8TAT6
55669,MFN1,Q8IWA4
55671,PPP4R3A,Q6IN85
55684,RABL6,Q3YEC7
55686,MREG,Q8N565
55696,RBM22,Q9NW64
55697,VAC14,Q08AM6
55702,YJU2,Q9BW85
55707,NECAP2,Q9NVZ3
55713,ZNF334,Q9HCZ1
55714,TENM3,Q9P273
55723,ASF1B,Q9NVP2
55735,DNAJC11,Q9NVH1
55738,ARFGAP1,Q8N6T3
55740,ENAH,Q8N8S7
55741,EDEM2,Q9BV94
55742,PARVA,Q9NVD7
55743,CHFR,Q96EP1
55748,CNDP2,Q96KP4
55752,SEPTIN11,Q9NVA2
55761,TTC17,Q96AE7
55775,TDP1,Q9NUW8
55776,SAYSD1,Q9NPB0
55786,ZNF415,Q09FC8
55798,METTL2B,Q6P1Q9
55799,CACNA2D3,Q8IZS8
55800,SCN3B,Q9NY72
55801,IL26,Q9NPH9
55802,DCP1A,Q9NPI6
55805,LRP2BP,Q9P2M1
55808,ST6GALNAC1,Q9NSC7
55810,FOXJ2,Q9P0K8
55813,UTP6,Q9NYH9
55814,BDP1,A6H8Y1
55825,PECR,Q9BY49
55829,SELENOS,Q9BQE4
55830,GLT8D1,Q68CQ7
55832,CAND1,Q86VP6
55845,BRK1,Q8WUW1
55847,CISD1,Q9NZ45
55851,PSENEN,Q9NZ42
55856,ACOT13,Q9NPJ3
55861,DBNDD2,Q9BQY9
55862,ECHDC1,Q9NTX5
55869,HDAC8,Q9BY41
55870,ASH1L,Q9NR48
55872,PBK,Q96KB5
55885,LMO3,Q8TAP4
55888,ZKSCAN7,Q9P0L1
55892,MYNN,Q9NPC7
55898,UNC45A,Q9H3U1
55901,THSD1,Q9NS62
55902,ACSS2,Q9NR19
55905,RNF114,Q9Y508
55906,ZC4H2,Q9NQZ6
55908,ANGPTL8,Q6UXH0
55909,BIN3,Q9NQY0
55915,LANCL2,Q9NS86
55916,NXT2,Q9NPJ8
55937,APOM,O95445
55959,SULF2,Q8IWU5
55964,SEPTIN3,Q9UH03
55968,NSFL1C,Q9UNZ2
55970,GNG12,Q9UBI6
55973,BCAP29,Q9UHQ4
55975,KLHL7,Q8IXQ5
55997,CFC1,P0CG37
56005,MYDGF,Q969H8
56034,PDGFC,Q9NRA1
56063,TMEM234,Q8WY98
56097,PCDHGC5,Q9Y5F6
56104,PCDHGB1,Q9Y5G3
56106,PCDHGA10,Q9Y5H3
56113,PCDHGA2,Q9Y5H1
56114,PCDHGA1,Q9Y5H4
56126,PCDHB10,Q9UN67
56129,PCDHB7,Q9Y5E2
56133,PCDHB2,Q9Y5E7
56134,PCDHAC2,Q9Y5I4
56135,PCDHAC1,Q9H158
56141,PCDHA7,Q9UN72
56144,PCDHA4,Q9UN74
56180,MOSPD1,Q9UJG1
56246,MRAP,Q8TCY5
56253,CRTAM,O95727
56261,GPCPD1,Q9NPB8
56265,CPXM1,Q96SM3
56267,KYAT3,Q6YP21
56271,BEX4,Q9NWD9
56300,IL36G,Q9NZH8
56339,METTL3,Q86U44
56344,CABP5,Q9NP86
56477,CCL28,Q9NRJ3
56521,DNAJC12,Q9UKB3
56605,ERO1B,Q86YB8
56616,DIABLO,Q9NR28
56623,INPP5E,Q9NRR6
56624,ASAH2,Q9NR71
56647,BCCIP,Q9P287
56648,EIF5A2,Q9GZV4
56675,NRIP3,Q9NQ35
56681,SAR1A,Q9NR31
56683,CFAP298,P57076
56704,JPH1,Q9HDC5
56729,RETN,Q9HD89
56833,SLAMF8,Q9P0V8
56848,SPHK2,Q9NRA0
56849,TCEAL7,Q9BRU2
56850,GRIPAP1,Q4V328
56852,RAD18,Q9NS91
56884,FSTL5,Q8N475
56890,MDM1,Q8TC05
56893,UBQLN4,Q9NRR5
56896,DPYSL5,Q9BPU6
56897,WRNIP1,Q96S55
56898,BDH2,Q9BUT1
56900,TMEM167B,Q9NRX6
56904,SH3GLB2,Q9NR46
56910,STARD7,Q9NQZ5
56913,C1GALT1,Q9NS00
56914,OTOR,Q9NRC9
56915,EXOSC5,Q9NQT4
56920,SEMA3G,Q9NS98
56925,LXN,Q9BS40
56934,CA10,Q9NS85
56937,PMEPA1,Q969W9
56944,OLFML3,Q9NRN5
56950,SMYD2,Q9NRG4
56952,PRTFDC1,Q9NRG1
56953,NT5M,Q9NPB1
56954,NIT2,Q9NQR4
56955,MEPE,Q9NQ76
56957,OTUD7B,Q6GQQ9
56961,SHD,Q96IW2
56963,RGMA,Q96B86
56971,CEACAM19,Q7Z692
56975,FAM20C,Q8IXL6
56983,POGLUT1,Q8NBL1
56984,PSMG2,Q969U7
56998,CTNNBIP1,Q9NSA3
57002,YAE1,Q9NRH1
57016,AKR1B10,O60218
57017,COQ9,O75208
57026,PDXP,Q96GD0
57035,RSRP1,Q9BUV0
57037,ANKMY2,Q8IV38
57045,TWSG1,Q9GZX9
57048,PLSCR3,Q9NRY6
57091,CASS4,Q9NQ75
57092,PCNP,Q8WW12
57097,PARP11,Q9NR21
57099,AVEN,Q9NQS1
57103,TIGAR,Q9NQ88
57104,PNPLA2,Q96AD5
57106,NAT14,Q8WUY8
57115,PGLYRP4,Q96LB8
57118,CAMK1D,Q8IU85
57124,CD248,Q9HCU0
57125,PLXDC1,Q8IUK5
57126,CD177,Q8N6Q3
57130,ATP13A1,Q9HD20
57132,CHMP1B,Q7LBR1
57134,MAN1C1,Q9NR34
57136,APMAP,Q9HDC9
57144,PAK5,Q9P286
57149,LYRM1,O43325
57154,SMURF1,Q9HCE7
57159,TRIM54,Q9BYV2
57161,PELI2,Q9HAT8
57162,PELI1,Q96FA3
57184,FAM219B,Q5XKK7
57215,THAP11,Q96EK4
57292,KIR2DL5A,Q8N109
57333,RCN3,Q96D15
57337,SENP7,Q9BQF6
57338,JPH3,Q8WXH2
57369,GJD2,Q9UKL4
57402,S100A14,Q9HCY8
57403,RAB22A,Q9UL26
57405,SPC25,Q9HBM1
57407,NMRAL1,Q9HBL8
57408,LRTM1,Q9HBL6
57412,AS3MT,Q9HBK9
57418,WDR18,Q9BV38
57446,NDRG3,Q9UGV2
57447,NDRG2,Q9UN36
57451,TENM2,Q9NT68
57452,GALNT16,Q8N428
57453,DSCAML1,Q8TD84
57456,KIAA1143,Q96AT1
57458,TMCC3,Q9ULS5
57462,MYORG,Q6NSJ0
57463,AMIGO1,Q86WK6
57465,TBC1D24,Q9ULP9
57471,ERMN,Q8TAM6
57484,RNF150,Q9ULK6
57497,LRFN2,Q9ULH4
57502,NLGN4X,Q8N0W4
57510,XPO5,Q9HAV4
57520,HECW2,Q9P2P5
57535,ELAPOR1,Q6UXG2
57537,SORCS2,Q96PQ0
57555,NLGN2,Q8NFZ4
57556,SEMA6A,Q9H2E6
57559,STAMBPL1,Q96FJ0
57561,ARRDC3,Q96B67
57565,KLHL14,Q9P2G3
57575,PCDH10,Q9P2E7
57586,SYT13,Q7L8C5
57596,BEGAIN,Q9BUH8
57599,WDR48,Q8TAF3
57611,ISLR2,Q6UXK2
57613,FAM234B,A2RU67
57622,LRFN1,Q9P244
57628,DPP10,Q8N608
57633,LRRN1,Q6UXK5
57642,COL20A1,Q9P218
57646,USP28,Q96RU2
57664,PLEKHA4,Q9H4M7
57687,VAT1L,Q9HCJ6
57689,LRRC4C,Q9HCJ2
57700,FAM160B1,Q5W0V3
57715,SEMA4G,Q9NTN9
57716,PRX,Q9BXM0
57720,GPR107,Q5VW38
57722,IGDCC4,Q8TDY8
57733,GBA3,Q9H227
57763,ANKRA2,Q9H9E1
57798,GATAD1,Q8WUU5
57804,POLD4,Q9HCU8
57817,HAMP,P81172
57820,CCNB1IP1,Q9NPC3
57823,SLAMF7,Q9NQ25
57829,ZP4,Q12836
57862,ZNF410,Q86VK4
57863,CADM3,Q8N126
58189,WFDC1,Q9HC57
58190,CTDSP1,Q9GZU7
58191,CXCL16,Q9H2A7
58473,PLEKHB1,Q9UF11
58487,CREBZF,Q9NS37
58488,PCTP,Q9UKL6
58490,RPRD1B,Q9NQG5
58493,INIP,Q9NRY2
58494,JAM2,P57087
58498,MYL7,Q01449
58503,OPRPN,Q99935
58504,ARHGAP22,Q7Z5H3
58508,KMT2C,Q8NEZ4
58511,DNASE2B,Q8WZ79
58513,EPS15L1,Q9UBC2
58530,LY6G6D,O95868
58985,IL22RA1,Q8N6P7
59067,IL21,Q9HBE4
59082,CARD18,P57730
59084,ENPP5,Q9UJA9
59271,EVA1C,P58658
59272,ACE2,Q9BYF1
59274,TLNRD1,Q9H1K6
59277,NTN4,Q9HB63
59286,UBL5,Q9BZL1
59307,SIGIRR,Q6IA17
59338,PLEKHA1,Q9HB21
59342,SCPEP1,Q9HB40
59343,SENP2,Q9HC62
59349,KLHL12,Q53G59
59350,RXFP1,Q9HBX9
60314,MYG1,Q9HB07
60343,FAM3A,P98173
60401,EDA2R,Q9HAV5
60436,TGIF2,Q9GZN2
60468,BACH2,Q9BYV9
60489,APOBEC3G,Q9HC16
60490,PPCDC,Q96CD2
60491,NIF3L1,Q9GZT8
60492,CCDC90B,Q9GZT6
60496,AASDHPPT,Q9NRN7
60626,RIC8A,Q9NPQ8
60675,PROK2,Q9HC23
60676,PAPPA2,Q9BXP8
60682,SMAP1,Q8IYB5
60685,ZFAND3,Q9H8U3
60686,C14orf93,Q9H972
63036,CELA2A,P08217
63827,BCAN,Q96GW7
63874,ABHD4,Q8TB40
63877,FAM204A,Q9H8W3
63904,DUSP21,Q9H596
63908,NAPB,Q9H115
63915,BLOC1S5,Q8TDH9
63916,ELMO2,Q96JJ3
63917,GALNT11,Q8NCW6
63929,XPNPEP3,Q9NQH7
63931,MRPS14,O60783
63941,NECAB3,Q96P71
63946,DMRTC2,Q8IXT2
63948,DMRTB1,Q96MA1
64063,PRSS22,Q9GZN4
64080,RBKS,Q9H477
64083,GOLPH3,Q9H4A6
64084,CLSTN2,Q9H4D0
64089,SNX16,P57768
64092,SAMSN1,Q9NSI8
64093,SMOC1,Q9H4F8
64094,SMOC2,Q9H3U7
64101,LRRC4,Q9HBW1
64102,TNMD,Q9H2S6
64108,RTP4,Q96DX8
64109,CRLF2,Q9HC73
64115,VSIR,Q9H7M9
64121,RRAGC,Q9HB90
64122,FN3K,Q9H479
64129,TINAGL1,Q9GZM7
64130,LIN7B,Q9HAP6
64132,XYLT2,Q9H1B5
64135,IFIH1,Q9BYX4
64167,ERAP2,Q6P179
64168,NECAB1,Q8N987
64170,CARD9,Q9H257
64174,DPEP2,Q9H4A9
64175,P3H1,Q32P28
64184,EDDM3B,P56851
64215,DNAJC1,Q96KC8
64216,TFB2M,Q9H5Q4
64218,SEMA4A,Q9H3S1
64221,ROBO3,Q96MS0
64224,HERPUD2,Q9BSE4
64284,RAB17,Q9H0T7
64320,RNF25,Q96BH1
64374,SIL1,Q9H173
64388,GREM2,Q9H772
64398,MPP5,Q8N3R9
64399,HHIP,Q96QV1
64407,RGS18,Q9NS28
64420,SUSD1,Q6UWL2
64422,ATG3,Q9NT62
64426,SUDS3,Q9H7L9
64478,CSMD1,Q96PZ7
64499,TPSB2,P20231
64581,CLEC7A,Q9BXN2
64582,GPR135,Q8IZ08
64708,COPS7B,Q9H9Q2
64750,SMURF2,Q9HAU4
64764,CREB3L2,Q70SY1
64772,ENGASE,Q8NFI3
64779,MTHFSD,Q2M296
64780,MICAL1,Q8TDZ2
64784,CRTC3,Q6UUV7
64787,EPS8L2,Q9H6S3
64792,IFT22,Q9H7X7
64802,NMNAT1,Q9HAN9
64806,IL25,Q9H293
64838,FNDC4,Q9H6D8
64841,GNPNAT1,Q96EK6
64847,SPATA20,Q8TB22
64853,AIDA,Q96BJ3
64854,USP46,P62068
64856,VWA1,Q6PCB0
64859,NABP1,Q96AH0
64866,CDCP1,Q9H5V8
64895,PAPOLG,Q9BWT3
64924,SLC30A5,Q8TAD4
64928,MRPL14,Q6P1L8
64978,MRPL38,Q96DV4
64981,MRPL34,Q9BQ48
64983,MRPL32,Q9BYC8
65008,MRPL1,Q9BYD6
65009,NDRG4,Q9ULP0
65062,TMEM237,Q96Q45
65078,RTN4R,Q9BZR6
65108,MARCKSL1,P49006
65123,INTS3,Q68E01
65125,WNK1,Q9H4A3
65220,NADK,O95544
65260,COA7,Q96BR5
65264,UBE2Z,Q9H832
65267,WNK3,Q9BYP7
65977,PLEKHA3,Q9HB20
65983,GRAMD2B,Q96HH9
65985,AACS,Q86V21
65986,ZBTB10,Q96DT7
65989,DLK2,Q6UY11
65990,ANTKMT,Q9BQD7
65992,DDRGK1,Q96HY6
66000,TMEM108,Q6UXF1
66005,CHID1,Q9BWS9
78986,DUSP26,Q9BV47
78987,CRELD1,Q96HD1
78990,OTUB2,Q96DC9
78991,PCYOX1L,Q8NBM8
78996,CYREN,Q9BWK5
78997,GDAP1L1,Q96MZ0
78999,LRFN4,Q6PJG9
79007,DBNDD1,Q9H9R9
79017,GGCT,O75223
79031,PDCL3,Q9H2J4
79036,KXD1,Q9BQD3
79037,PVRIG,Q6DKI7
79042,TSEN34,Q9BSV6
79047,KCTD15,Q96SI1
79056,PRRG4,Q9BZD6
79058,ASPSCR1,Q9BZE9
79068,FTO,Q9C0B1
79075,DSCC1,Q9BVC3
79077,DCTPP1,Q9H773
79078,C1orf50,Q9BV19
79089,TMUB2,Q71RG4
79090,TRAPPC6A,O75865
79094,CHAC1,Q9BUX1
79096,C11orf49,Q9H6J7
79098,SARG,Q9BW04
79132,DHX58,Q96C10
79133,NDUFAF5,Q5TEU4
79139,DERL1,Q9BUN8
79145,CHCHD7,Q9BUK0
79154,DHRS11,Q6UWP2
79178,THTPA,Q9BU02
79180,EFHD2,Q96C19
79183,TTPAL,Q9BTX7
79187,FSD1,Q9BTV5
79258,MMEL1,Q495T6
79368,FCRL2,Q96LA5
79369,B3GNT4,Q9C0J1
79412,KREMEN2,Q8NCW0
79414,LRFN3,Q9BTN0
79415,CYBC1,Q9BQA9
79444,BIRC7,Q96CA5
79447,PAGR1,Q9BTK6
79465,ULBP3,Q9BZM4
79574,EPS8L3,Q8TE67
79589,RNF128,Q8TEB7
79594,MUL1,Q969V5
79607,FAM118B,Q9BPY3
79608,RIC3,Q7Z5B4
79622,SNRNP25,Q9BV90
79623,GALNT14,Q96FL9
79625,NDNF,Q8TB73
79634,SCRN3,Q0VDG4
79641,ROGDI,Q9GZN7
79643,CHMP6,Q96FZ7
79645,EFCAB1,Q9HAE3
79646,PANK3,Q9H999
79650,USB1,Q9BQ65
79654,HECTD3,Q5T447
79660,PPP1R3B,Q86XI6
79666,PLEKHF2,Q9H8W4
79673,ZNF329,Q86UD4
79683,ZDHHC14,Q8IZN3
79684,MSANTD2,Q6P1R3
79685,SAP30L,Q9HAJ7
79691,QTRT2,Q9H974
79694,MANEA,Q5SRI9
79709,COLGALT1,Q8NBJ5
79713,IGFLR1,Q9H665
79714,CCDC51,Q96ER9
79716,NPEPL1,Q8NDH3
79717,PPCS,Q9HAB8
79719,AAGAB,Q6PD74
79731,NARS2,Q96I59
79734,KCTD17,Q8N5Z5
79752,ZFAND1,Q8TCF1
79753,SNIP1,Q8TAD8
79754,ASB13,Q8WXK3
79760,GEMIN7,Q9H840
79762,C1orf115,Q9H7X2
79777,ACBD4,Q8NC06
79778,MICALL2,Q8IY33
79798,ARMC5,Q96C12
79811,SLTM,Q9NWH9
79812,MMRN2,Q9H8L6
79817,MOB3B,Q86TA1
79827,CLMP,Q9H6B4
79831,KDM8,Q8N371
79833,GEMIN6,Q8WXD5
79840,NHEJ1,Q9H9Q4
79845,RNF122,Q9H9V4
79865,TREML2,Q5T2D2
79867,TCTN2,Q96GX1
79876,UBA5,Q9GZZ9
79879,CCDC134,Q9H6E4
79887,PLBD1,Q6P4A8
79908,BTNL8,Q6UX41
79917,MAGIX,Q9H6Y5
79921,TCEAL4,Q96EI5
79922,MRM1,Q6IN84
79923,NANOG,Q9H9S0
79924,ADM2,Q7Z4H4
79929,MAP6D1,Q9H9H5
79932,KIAA0319L,Q8IZA0
79934,COQ8B,Q96D53
79943,ZNF696,Q9H7X3
79955,PDZD7,Q9H5P4
79959,CEP76,Q8TAP6
79982,DNAJB14,Q8TBM8
79987,SVEP1,Q4LDE5
80006,TRAPPC13,A5PLN9
80010,RMI1,Q9H9A7
80031,SEMA6D,Q8NFY4
80059,LRRTM4,Q86VH4
80099,C7orf69,Q9H7B7
80124,VCPIP1,Q96JH7
80142,PTGES2,Q9H7Z7
80146,UXS1,Q8NBZ7
80149,ZC3H12A,Q5D1E8
80150,ASRGL1,Q7L266
80176,SPSB1,Q96BD6
80177,MYCT1,Q8N699
80196,RNF34,Q969K3
80212,CCDC92,Q53HC0
80218,NAA50,Q9GZZ1
80221,ACSF2,Q96CM8
80230,RUFY1,Q96T51
80232,WDR26,Q9H7D7
80237,ELL3,Q9HB65
80271,ITPKC,Q96DU7
80273,GRPEL1,Q9HAV7
80274,SCUBE1,Q8IWY4
80279,CDK5RAP3,Q96JB5
80301,PLEKHO2,Q8TD55
80303,EFHD1,Q9BUP0
80305,TRABD,Q9H4I3
80306,MED28,Q9H204
80310,PDGFD,Q9GZP0
80320,SP6,Q3SY56
80324,PUS1,Q9Y606
80328,ULBP2,Q9BZM5
80329,ULBP1,Q9BZM6
80343,SEL1L2,Q5TEA6
80344,DCAF11,Q8TEB1
80347,COASY,Q13057
80380,PDCD1LG2,Q9BQ51
80723,SLC35G2,Q8TBE7
80739,MPIG6B,O95866
80740,LY6G6C,O95867
80760,ITIH5,Q86UX2
80765,STARD5,Q9NSY2
80772,CPTP,Q5TA50
80774,LIMD2,Q9BT23
80776,B9D2,Q9BPU9
80778,ZNF34,Q8IZ26
80781,COL18A1,P39060
80790,CMIP,Q8IY22
80824,DUSP16,Q9BY84
80829,ZFP91,Q96JP5
80833,APOL3,O95236
80856,LNPK,Q9C0E8
80895,ILKAP,Q9H0C8
80896,NPL,Q9BXD5
80975,TMPRSS5,Q9H3S3
81029,WNT5B,Q9H1J7
81030,ZBP1,Q9H171
81035,COLEC12,Q5KU26
81488,POLR2M,P0CAP2
81494,CFHR5,Q9BXR6
81542,TMX1,Q9H3N1
81543,LRRC3,Q9BY71
81551,STMN4,Q9H169
81552,VOPP1,Q96AW1
81553,CYRIA,Q9H0Q0
81562,LMAN2L,Q9H0V9
81565,NDEL1,Q9GZM8
81567,TXNDC5,Q8NBS9
81572,PDRG1,Q9NUG6
81579,PLA2G12A,Q9BZM1
81605,URM1,Q9BTM9
81607,NECTIN4,Q96NY8
81609,SNX27,Q96L92
81617,CAB39L,Q9H9S4
81618,ITM2C,Q9NQX7
81621,KAZALD1,Q96I82
81622,UNC93B1,Q9H1C4
81626,SHCBP1L,Q9BZQ2
81631,MAP1LC3B,Q9GZQ8
81693,AMN,Q9BXJ7
