Module,SOMAmer,SYMBOL,ENTREZID
blue,X13972.4,HSD17B14,51171
blue,X13976.9,ARHGEF1,9138
blue,X13979.3,SLC26A7,115111
blue,X13993.20,EPB41L1,2036
blue,X14002.18,DOCK9,23348
blue,X14005.2,CHD7,55636
blue,X14009.65,TNFAIP3,7128
blue,X14012.17,DHX58,79132
blue,X14013.11,TANK,10010
blue,X14019.73,EVPL,2125
blue,X14026.24,IL17F,112744
blue,X14031.18,FGF7,2252
blue,X14034.22,TACSTD2,4070
blue,X14039.33,KLK5,25818
blue,X14049.17,IL7,3574
blue,X14051.54,FOXC2,2303
blue,X14057.68,TNFSF15,9966
blue,X14073.31,HPX,3263
blue,X14077.6,FCN3,8547
blue,X14088.38,IGFBP6,3489
blue,X14095.1,KLRK1,22914
blue,X14103.12,TPSG1,25823
blue,X14129.1,IFNA7,3444
blue,X14135.3,RXFP1,59350
blue,X14226.120,BHMT2,23743
blue,X14250.115,BLMH,642
blue,X14331.262,DYNLT1,6993
blue,X14597.5,SEMA6C,10500
blue,X14624.51,CTCF,10664
blue,X14655.1,DNAJC17,55192
blue,X15301.24,ACRV1,56
blue,X15310.61,PRC1,9055
blue,X15319.226,CCNA1,8900
blue,X15343.337,KNG1,3827
blue,X15347.12,HPX,3263
blue,X15361.37,ANKRD1,27063
blue,X15372.43,BRD2,6046
blue,X15403.53,ID2,3398
blue,X15405.23,IFNA4,3441
blue,X15417.3,SERPINB5,5268
blue,X15431.31,OTC,5009
blue,X15476.6,REG3G,130120
blue,X15497.9,HS3ST1,9957
blue,X15504.39,BIRC7,79444
blue,X15574.37,CCNA2,890
blue,X15607.56,PKLR,5313
blue,X15608.5,RPS6KB1,6198
blue,X15615.8,LILRB3,11025
blue,X15631.18,PSG1,5669
blue,X15692.300,NODAL,4838
blue,X16605.2,C1QTNF9,338872
blue,X16746.12,INHBB,3625
blue,X16753.46,COL6A2,1292
blue,X16809.1,NME4,4833
blue,X16831.7,DOK1,1796
blue,X16847.39,RAB3B,5865
blue,X16851.50,SCO2,9997
blue,X16856.79,MAPRE2,10982
blue,X16857.2,RAB2A,5862
blue,X16863.47,NANP,140838
blue,X16867.76,CDK16,5127
blue,X16892.23,ENPP2,5168
blue,X16902.17,LAMP1,3916
blue,X16932.5,SULT1E1,6783
blue,X17164.15,ANXA4,307
blue,X17196.5,CLPP,8192
blue,X17202.37,PDCD4,27250
blue,X17204.17,PNMT,5409
blue,X17326.44,DUSP23,54935
blue,X17329.2,BDH2,56898
blue,X17343.6,SNPH,9751
blue,X17346.61,FDCSP,260436
blue,X17348.5,SYNJ2BP,55333
blue,X17362.5,VHL,7428
blue,X17370.186,ABHD10,55347
blue,X17372.5,EIF4EBP1,1978
blue,X17383.4,STARD5,80765
blue,X17391.10,RBM17,84991
blue,X17396.23,ADH1A,124
blue,X17397.8,HSD17B11,51170
blue,X17410.5,CETN3,1070
blue,X17436.193,CSNK1G2,1455
blue,X17468.1,SUFU,51684
blue,X17683.2,COMMD9,29099
blue,X17693.2,SEPTIN6,23157
blue,X17724.3,WWOX,51741
blue,X17726.3,SAR1A,56681
blue,X17734.13,ENSA,2029
blue,X17765.3,SNUPN,10073
blue,X17776.15,PECR,55825
blue,X17778.19,RAB32,10981
blue,X17785.11,DNPH1,10591
blue,X17786.5,GGPS1,9453
blue,X17789.1,QPRT,23475
blue,X17793.4,DIRAS1,148252
blue,X17800.33,SCAND1,51282
blue,X17805.35,SMNDC1,10285
blue,X17806.6,SDCBP,6386
blue,X17828.3,S100A14,57402
blue,X17855.28,RGS4,5999
blue,X17856.23,NT5M,56953
blue,X18156.7,ATG3,64422
blue,X18160.2,PCMT1,5110
blue,X18191.23,RANBP1,5902
blue,X18193.165,MORF4L1,10933
blue,X18213.30,UBE2F,140739
blue,X18215.5,THG1L,54974
blue,X18222.34,SH3GLB2,56904
blue,X18228.30,NOP16,51491
blue,X18241.18,CPOX,1371
blue,X18253.8,SSBP1,6742
blue,X18255.6,CYB5R1,51706
blue,X18261.34,NATD1,256302
blue,X18271.43,OXSM,54995
blue,X18276.34,TCL1B,9623
blue,X18291.8,CDKN1A,1026
blue,X18297.8,MRAS,22808
blue,X18314.88,PAX8,7849
blue,X18385.4,PSMD10,5716
blue,X18395.5,ADPRH,141
blue,X18398.1,AKR1D1,6718
blue,X18400.52,ALKBH2,121642
blue,X18403.25,AMPD2,271
blue,X18404.22,ANKRD54,129138
blue,X18414.26,ARL5A,26225
blue,X18416.3,ARL9,132946
blue,X18832.65,SAA2,6289
blue,X18868.7,CBX3,11335
blue,X18874.66,CEBPA,1050
blue,X18875.125,COL2A1,1280
blue,X18876.77,CHST4,10164
blue,X18878.15,GREM1,26585
blue,X18899.82,HDGFL3,50810
blue,X18913.3,CCNH,902
blue,X18914.188,PAFAH2,5051
blue,X18928.10,S100Z,170591
blue,X18932.84,NMNAT1,64802
blue,X18945.11,RGS1,5996
blue,X19108.50,MECP2,4204
blue,X19111.10,UBE2M,9040
blue,X19116.1,BLOC1S5,63915
blue,X19126.4,RPRD1B,58490
blue,X19141.22,DAP,1611
blue,X19142.39,DNMT3L,29947
blue,X19145.4,MREG,55686
blue,X19163.26,LRRC59,55379
blue,X19169.88,FIBP,9158
blue,X19174.141,GOLGA7,51125
blue,X19187.21,STAMBP,10617
blue,X19202.10,BTK,695
blue,X19212.4,DMBT1,1755
blue,X19230.12,GSTT1,2952
blue,X19240.265,PDAP1,11333
blue,X19241.31,RBP5,83758
blue,X19251.56,SRGN,5552
blue,X19253.82,RAB2B,84932
blue,X19254.125,GMPR,2766
blue,X19258.24,GCDH,2639
blue,X19262.219,ACADVL,37
blue,X19264.6,RPA2,6118
blue,X19287.59,DENR,8562
blue,X19294.26,CRIPT,9419
blue,X19325.21,ABHD14B,84836
blue,X19328.51,CHEK2,11200
blue,X19331.18,BAIAP2,10458
blue,X19347.37,CA12,771
blue,X19357.11,VAMP7,6845
blue,X19371.18,MAPRE1,22919
blue,X19448.104,UPP1,7378
blue,X19516.10,HMGA2,8091
blue,X19562.8,USP28,57646
blue,X19568.17,IL15,3600
blue,X19574.5,ITGA2B|ITGB3,NA
blue,X19575.4,EPOR,2057
blue,X19578.19,DOK2,9046
blue,X19584.33,FGF9,2254
blue,X19586.89,RAB3C,115827
blue,X19606.28,IHH,3549
blue,X20075.130,MAGEA4,4103
blue,X20078.6,MYL6B,140465
blue,X20181.17,ITGA11,22801
blue,X20191.13,ITGAV|ITGB8,NA
blue,X20245.13,RXRA,6256
blue,X20378.110,LZTFL1,54585
blue,X20379.59,SVBP,374969
blue,X20383.31,RBM18,92400
blue,X20393.10,PDE6H,5149
blue,X20401.19,BUD31,8896
blue,X20433.19,MRPL1,65008
blue,X20447.11,TGIF2LY,90655
blue,X20448.7,POLR2F,5435
blue,X20449.72,JOSD1,9929
blue,X20454.24,NABP1,64859
blue,X20519.7,CD6,923
blue,X20539.4,DEFA3,1668
blue,X20926.31,ATF1,466
blue,X20927.43,GTF2F2,2963
blue,X20929.4,CTDSPL,10217
blue,X20959.12,DUSP18,150290
blue,X20968.22,EXOSC5,56915
blue,X20984.142,DUSP19,142679
blue,X20990.48,TEF,7008
blue,X20991.2,LIMD2,80774
blue,X21106.206,CETN1,1068
blue,X21116.13,EED,8726
blue,X21123.1,MRPL28,10573
blue,X21132.9,SYT13,57586
blue,X21135.16,SF3B6,51639
blue,X21149.27,CUEDC1,404093
blue,X21190.4,UBE2W,55284
blue,X21208.163,CEBPE,1053
blue,X21210.33,POLB,5423
blue,X21227.18,SULT1A1,6817
blue,X21276.11,PROM1,8842
blue,X21343.3,ARC,23237
blue,X21346.71,DHODH,1723
blue,X21350.29,LIN28B,389421
blue,X21361.8,TXNRD3NB,NA
blue,X21436.56,ATG4A,115201
blue,X21476.43,NEIL2,252969
blue,X21499.17,COQ7,10229
blue,X21510.24,GRK5,2869
blue,X21555.17,FAM3A,60343
blue,X21614.2,GEMIN6,79833
blue,X21638.5,PPIL3,53938
blue,X21662.121,DYRK3,8444
blue,X21692.12,CD8A|CD8B,NA
blue,X21715.40,SENP1,29843
blue,X21716.29,FUT7,2529
blue,X21718.150,HYAL4,23553
blue,X21730.56,USP19,10869
blue,X21750.25,BAP1,8314
blue,X21762.32,USP11,8237
blue,X21811.20,ZCCHC17,51538
blue,X21895.36,None,NA
blue,X21903.6,ITGAL|ITGB2,NA
blue,X21909.2,ITGA5|ITGB1,NA
blue,X21915.2,OTUD3,23252
blue,X2192.63,CCL27,10850
blue,X21931.27,UBE2L3|UBB,NA
blue,X21939.6,NAE1|UBA3,NA
blue,X21943.170,WNT16,51384
blue,X21946.79,IL6|IL6R,NA
blue,X21957.12,PIK3AP1,118788
blue,X21961.14,CD2AP,23607
blue,X21976.4,IKBKG,8517
blue,X21995.20,NOS3,4846
blue,X22010.36,PRKRA,8575
blue,X22027.13,TACC3,10460
blue,X22033.7,WAS,7454
blue,X22034.61,ZBTB16,7704
blue,X22071.38,ASB8,140461
blue,X22075.16,ATF3,467
blue,X22082.25,BEX2,84707
blue,X22134.1,ETV4,2118
blue,X22140.6,FAM204A,63877
blue,X22143.6,FBXO28,23219
blue,X22147.19,FOXO4,4303
blue,X22150.2,GABPB1,2553
blue,X22155.44,GEMIN7,79760
blue,X22369.12,DMRTC2,63946
blue,X22377.27,IER2,9592
blue,X22393.130,CCDC59,29080
blue,X22394.8,TCF21,6943
blue,X22395.7,ZFP36,7538
blue,X22405.61,PCK2,5106
blue,X22417.10,CBLC,23624
blue,X22421.79,PELI1,57162
blue,X22467.94,HHLA3,NA
blue,X22511.28,NFYA,4800
blue,X22521.13,OTX2,5015
blue,X22774.20,TSEN34,79042
blue,X22777.46,SKP2,6502
blue,X22779.75,SMCO1,255798
blue,X22792.21,WARS2,10352
blue,X22799.17,TBC1D28,254272
blue,X22800.24,TCAP,8557
blue,X22834.21,ZDHHC4,55146
blue,X22838.39,ZNF230,7773
blue,X22845.3,MRPS14,63931
blue,X22960.8,FCGR2B,2213
blue,X22977.18,HEXIM1,10614
blue,X22987.69,MAPK9,5601
blue,X23006.19,PIP4K2B,8396
blue,X23018.4,REG1B,5968
blue,X23020.18,RGS4,5999
blue,X23029.3,SH3GL3,6457
blue,X23181.2,LTK,4058
blue,X23203.3,SCPEP1,59342
blue,X23210.4,ETV2,2116
blue,X23256.21,TLDC2,140711
blue,X23270.14,SPATA33,124045
blue,X23281.29,ARL8A,127829
blue,X23282.19,RAB37,326624
blue,X23286.2,RNF141,50862
blue,X23298.148,THEM4,117145
blue,X2333.72,TGFB1,7040
blue,X23330.12,GUCD1,83606
blue,X23382.30,VCX3A,51481
blue,X23401.3,DAZAP1,26528
blue,X23518.7,FAM151B,167555
blue,X23522.1,GIMD1,100507096
blue,X23531.79,HSH2D,84941
blue,X23536.14,None,NA
blue,X23544.10,TCP10L3,6953
blue,X23555.11,RRAD,6236
blue,X23570.87,ZKSCAN7,55888
blue,X23579.3,CT83,203413
blue,X23581.131,GHRL,51738
blue,X23619.235,C19orf53,28974
blue,X23620.16,RCSD1,92241
blue,X23657.102,HNRNPLL,92906
blue,X23665.35,PSMC3,5702
blue,X23683.79,TRIM55,84675
blue,X23687.27,TBC1D20,128637
blue,X23690.228,RBM41,55285
blue,X23691.2,TTLL12,23170
blue,X23693.4,MKNK1,8569
blue,X23700.42,ABCF3,55324
blue,X23967.8,PAGR1,79447
blue,X24050.26,GSK3B,2932
blue,X2421.7,BDNF,627
blue,X24244.81,RILP,83547
blue,X24252.85,C12orf65,NA
blue,X24256.7,KLHL40,131377
blue,X24259.24,FOXP4,116113
blue,X24263.6,OCLN,100506658
blue,X24267.24,PWWP2B,170394
blue,X24277.22,CPNE7,27132
blue,X24294.13,CHTF8,54921
blue,X24307.22,KDM8,79831
blue,X24309.14,SYTL2,54843
blue,X2431.17,CTSG,1511
blue,X24321.67,NARF,26502
blue,X2441.2,FGF10,2255
blue,X24418.14,HMX3,340784
blue,X2443.10,FGF8,2253
blue,X24449.11,CRYGA,1418
blue,X24453.75,HCCS,3052
blue,X24456.3,VSX1,30813
blue,X2447.7,PLA2G2E,30814
blue,X24471.2,SETBP1,26040
blue,X24473.11,CT45A3,441519
blue,X24479.25,TMEM225B,100289187
blue,X24489.34,HES3,390992
blue,X2449.1,PLA2G5,5322
blue,X24494.67,KATNAL1,84056
blue,X24496.26,RILPL1,353116
blue,X24640.63,HEY1,23462
blue,X24646.47,AGXT,189
blue,X24656.6,PHETA2,150368
blue,X24658.98,CCDC115,NA
blue,X24665.48,REM1,28954
blue,X24686.19,ACBD4,79777
blue,X24689.9,CAVIN1,284119
blue,X24693.5,CLIC3,9022
blue,X24706.73,CFDP1,10428
blue,X24712.6,GTPBP10,85865
blue,X24722.13,SPIN3,169981
blue,X24723.58,EIF2S2,8894
blue,X24896.5,MEN1,4221
blue,X24912.40,WDR26,80232
blue,X24922.19,NHLRC2,374354
blue,X24931.9,EPS8L3,79574
blue,X24942.22,UNC13D,201294
blue,X24950.21,SARG,NA
blue,X24952.28,FUBP3,8939
blue,X24955.116,ZHX2,22882
blue,X24956.1,METTL3,56339
blue,X24959.20,CYB5R4,51167
blue,X24960.48,HIP1R,9026
blue,X24963.1,ARMC3,219681
blue,X24973.11,MICALL1,85377
blue,X2500.2,ANGPT4,51378
blue,X25037.4,DNPEP,23549
blue,X2505.49,GFRA3,2676
blue,X25055.56,OSBP,5007
blue,X25081.6,FAM160B1,NA
blue,X25085.37,ASPSCR1,79058
blue,X25092.32,DDX1,1653
blue,X25093.96,VANGL1,81839
blue,X25094.9,ACSS2,55902
blue,X25095.1,SNCAIP,9627
blue,X25100.11,CMIP,80790
blue,X25102.23,ELP1,8518
blue,X25104.10,TFCP2L1,29842
blue,X25105.70,EIF2A,83939
blue,X25217.35,SPANXA1,30014
blue,X2523.31,CCL5,6352
blue,X2524.56,HMGB1,3146
blue,X25253.17,GNAS|GNAS,NA
blue,X25283.2,CTNNA3,29119
blue,X25296.3,AMOT,154796
blue,X25306.51,DAXX,1616
blue,X25416.5,PRX,57716
blue,X25437.18,ANKMY2,57037
blue,X25464.1,CYP2C19,1557
blue,X2558.51,POMC,5443
blue,X2573.20,IL6,3569
blue,X2585.2,PRL,5617
blue,X25879.6,KAT5,10524
blue,X25886.11,ABCD4,5826
blue,X25898.4,CHID1,66005
blue,X25906.5,EEF1A1,1915
blue,X25907.47,EML2,24139
blue,X25947.116,PIK3C3,5289
blue,X25949.3,PLCD3,113026
blue,X2603.61,CD80,941
blue,X2609.59,CST3,1471
blue,X2616.23,ERBB2,2064
blue,X2622.18,HMOX2,3163
blue,X2631.50,IL10RB,3588
blue,X2632.5,IL12RB1,3594
blue,X2634.2,IL2RG,3561
blue,X2640.3,MST1R,4486
blue,X2645.54,PRKCZ,5590
blue,X2649.77,ICAM3,3385
blue,X2695.25,PECAM1,5175
blue,X2696.87,PSPN,5623
blue,X2704.74,TNFRSF13B,23495
blue,X2705.5,CCL25,6370
blue,X2708.54,TNFSF18,8995
blue,X2732.58,NANOG,79923
blue,X2734.49,NCR2,9436
blue,X2744.57,IGHG1,3500
blue,X2746.56,CRLF2,64109
blue,X2751.16,AZU1,566
blue,X2754.50,C3,718
blue,X2755.8,C3,718
blue,X2763.66,FGF20,26281
blue,X2769.3,rev,NA
blue,X2794.60,SOD1,6647
blue,X2829.19,IL27|EBI3,NA
blue,X2831.29,KLK11,11012
blue,X2853.68,CHEK1,1111
blue,X2857.70,NR3C1,2908
blue,X2858.29,HAT1,8520
blue,X2860.19,KPNA2,3838
blue,X2867.52,AKT1,207
blue,X2869.68,PRKCD,5580
blue,X2876.74,TOP1,7150
blue,X2879.9,SERPINA3,12
blue,X2891.1,CD22,933
blue,X2906.55,IL4,3565
blue,X2915.6,PCNA,5111
blue,X2937.10,APOE,348
blue,X2949.6,PLA2G10,8399
blue,X2952.75,IGF1,3479
blue,X2969.11,ACVRL1,94
blue,X2973.15,CD36,948
blue,X2979.8,CXCL5,6374
blue,X2982.82,LGALS4,3960
blue,X2989.17,IFNG,3458
blue,X3000.66,MBL2,4153
blue,X3010.53,TSLP,85480
blue,X3025.50,FGF2,2247
blue,X3033.57,LGALS2,3957
blue,X3037.62,IL1B,3553
blue,X3040.59,CCL3,6348
blue,X3043.49,SPARC,6678
blue,X3053.49,FLT3LG,2323
blue,X3055.54,IL4R,3566
blue,X3056.11,KLRK1,22914
blue,X3065.65,FGF5,2250
blue,X3067.67,GDF9,2661
blue,X3072.4,IL13,3596
blue,X3081.70,ULBP1,80329
blue,X3082.9,ULBP2,80328
blue,X3122.6,DIABLO,56616
blue,X3143.3,CD4,920
blue,X3168.8,ADAMTS5,11096
blue,X3171.57,APP,351
blue,X3172.28,ARSB,411
blue,X3189.61,TMPRSS15,5651
blue,X3191.50,WFIKKN1,117166
blue,X3192.3,CNDP2,55748
blue,X3197.70,IDE,3416
blue,X3202.28,KREMEN2,79412
blue,X3208.2,MATN3,4148
blue,X3210.1,METAP1,23173
blue,X3222.11,SEMA3A,10371
blue,X3302.58,CST7,8530
blue,X3320.49,IGFBP7,3490
blue,X3341.33,ABL1,25
blue,X3344.60,SERPINC1,462
blue,X3346.72,AURKB,9212
blue,X3356.50,CA7,766
blue,X3357.67,CDK2|CCNA2,NA
blue,X3361.26,CD207,50489
blue,X3364.76,CTSV,1515
blue,X3373.5,GZMH,2999
blue,X3379.29,PRKCI,5584
blue,X3388.58,PAK5,57144
blue,X3394.81,PLK1,5347
blue,X3399.31,STAB2,55576
blue,X3400.49,TBK1,29110
blue,X3401.8,PTPN2,5771
blue,X3404.51,TPSG1,25823
blue,X3412.7,BCL2,596
blue,X3419.49,CAMK2D,817
blue,X3420.21,CA13,377677
blue,X3422.4,CDK1|CCNB1,NA
blue,X3423.59,CMA1,1215
blue,X3427.63,CSNK2A1,1457
blue,X3437.80,FLT3,2322
blue,X3441.64,GSK3A,2931
blue,X3445.53,IL15RA,3601
blue,X3453.87,LYN,4067
blue,X3471.49,STK16,8576
blue,X3472.40,BIRC5,332
blue,X3477.63,NTRK1,4914
blue,X3480.7,DUSP3,1845
blue,X3484.60,AGT,183
blue,X3485.28,B2M,567
blue,X3498.53,IL17A,3605
blue,X3509.1,CCL15,6359
blue,X3520.58,TGFB3,7043
blue,X3534.14,CD40LG,959
blue,X3538.26,DDC,1644
blue,X3587.53,BMP10,27302
blue,X3603.60,CLEC7A,64581
blue,X3654.27,BMPER,168667
blue,X3719.2,CDKN1B,1027
blue,X3723.1,NPPB,4879
blue,X3739.72,ITGA2B|ITGB3,NA
blue,X3761.4,PTGS2,5743
blue,X3796.79,ANGPTL4,51129
blue,X3808.76,FGFR2,2263
blue,X3809.1,FGFR3,2261
blue,X3810.50,FGR,2268
blue,X3817.18,PRKCQ,5588
blue,X3823.9,MATK,4145
blue,X3831.21,PTEN,5728
blue,X3835.11,TLR2,7097
blue,X3839.60,AIP,9049
blue,X3852.19,DNAJB1,3337
blue,X3854.24,NACA,4666
blue,X3860.7,PSMA6,5687
blue,X3864.5,RPS7,6201
blue,X3867.49,SEZ6L2,26470
blue,X3873.51,TPO,7173
blue,X3874.8,UBE2L3,7332
blue,X3881.49,DYNLL1,8655
blue,X3889.64,LMNB1,4001
blue,X3891.56,MBD4,8930
blue,X3892.21,MED1,5469
blue,X3898.5,PSMD7,5713
blue,X3902.21,SKP1,6500
blue,X3903.49,SNX4,8723
blue,X4123.60,FGF4,2249
blue,X4126.22,BPI,671
blue,X4128.27,CCL24,6369
blue,X4132.27,FST,10468
blue,X4133.54,GZMB,3002
blue,X4135.84,IGHE,3497
blue,X4137.57,IL25,64806
blue,X4143.74,XCL1,6375
blue,X4144.13,CCL13,6357
blue,X4145.58,NTF3,4908
blue,X4146.58,NTF4,4909
blue,X4149.8,PDGFB,5155
blue,X4162.54,TF,7018
blue,X4163.5,H2AZ1,3015
blue,X4217.49,HSD17B10,3028
blue,X4220.39,FER,2241
blue,X4245.80,MDM2,4193
blue,X4261.55,PON1,5444
blue,X4284.18,RBM39,9584
blue,X4304.18,LCORL,254251
blue,X4318.12,PTPN6,5777
blue,X4322.28,AMN,81693
blue,X4330.4,KLK3,354
blue,X4393.3,FGF16,8823
blue,X4394.71,FGF8,2253
blue,X4396.54,IFNL1,282618
blue,X4397.26,IFNL2,282616
blue,X4428.1,CHST2,9435
blue,X4429.51,CHST6,4166
blue,X4436.1,ENTPD3,956
blue,X4437.56,ENTPD5,957
blue,X4460.8,PDPK1,5170
blue,X4487.1,FGF7,2252
blue,X4499.21,PDGFA,5154
blue,X4533.76,ADAMTS15,170689
blue,X4540.11,CBX5,23468
blue,X4543.65,COL23A1,91522
blue,X4545.53,DNAJC19,131118
blue,X4548.4,FUT3,2525
blue,X4551.72,ADGRG5,221188
blue,X4559.64,KYNU,8942
blue,X4673.13,IL6,3569
blue,X4718.5,PPIB,5479
blue,X4807.13,COL8A1,1295
blue,X4880.21,GDF2,2658
blue,X4890.10,POMC,5443
blue,X4904.7,CASP2,835
blue,X4910.21,PLA2G1B,5319
blue,X4918.21,KNG1,3827
blue,X4931.59,F3,2152
blue,X4963.19,ARPP19,10776
blue,X4970.55,CA2,760
blue,X4981.6,DSC3,1825
blue,X4985.11,FABP5,2171
blue,X4986.59,PTK2,5747
blue,X4987.17,FCAR,2204
blue,X4988.49,FGFR4,2264
blue,X4997.19,EIF4A3,9775
blue,X5006.71,MAPK13,5603
blue,X5011.11,NAMPT,10135
blue,X5017.19,PRDX5,25824
blue,X5024.67,RB1,5925
blue,X5026.66,RPS3,6188
blue,X5031.10,SPTAN1,6709
blue,X5035.7,TYMS,7298
blue,X5062.60,CD226,10666
blue,X5087.5,IL22RA2,116379
blue,X5089.11,IL7R,3575
blue,X5093.47,JAG2,3714
blue,X5098.79,KLRF1,51348
blue,X5103.30,CD200R1,131450
blue,X5178.5,PDE7A,5150
blue,X5183.53,PRKAA1|PRKAB1|PRKAG1,NA
blue,X5193.51,KRAS,3845
blue,X5204.13,PSME3,10197
blue,X5223.59,GCKR,2646
blue,X5226.36,CSNK2A2|CSNK2B,NA
blue,X5230.99,HMGCR,3156
blue,X5236.2,NR1D1,9572
blue,X5245.40,PRKAA2|PRKAB2|PRKAG1,NA
blue,X5253.1,PDE1A,5136
blue,X5312.49,APOE,348
blue,X5347.59,CCNB1,891
blue,X5355.69,TNFSF14,8740
blue,X5359.65,PIM1,5292
blue,X5440.26,TNNI2,7136
blue,X5452.71,ASGR1,432
blue,X5456.59,CNDP1,84735
blue,X5488.74,SRC,6714
blue,X5508.62,CTSD,1509
blue,X5534.49,TNFRSF10B,8795
blue,X5587.3,CCDC134,79879
blue,X5590.11,ZPLD1,131368
blue,X5593.11,PDIA5,10954
blue,X5602.62,RNASE10,338879
blue,X5604.30,HPSE,10855
blue,X5623.11,CD300LF,146722
blue,X5626.20,CTRC,11330
blue,X5627.53,GNRH1,2796
blue,X5629.58,KLRC1,3821
blue,X5648.28,CTRB2,440387
blue,X5651.50,PSG7,5676
blue,X5659.11,TRH,7200
blue,X5663.18,PF4V1,5197
blue,X5667.3,SEMA3B,7869
blue,X5671.1,CTRB1,1504
blue,X5677.15,C2orf66,401027
blue,X5679.16,DEFB103A,414325
blue,X5691.2,CRISPLD2,83716
blue,X5693.6,REG1B,5968
blue,X5704.74,GZMM,3004
blue,X5714.88,IFNA6,3443
blue,X5719.66,FAM189A2,NA
blue,X5727.35,B3GLCT,145173
blue,X5728.60,FCRL1,115350
blue,X5729.27,SOST,50964
blue,X5743.82,CARTPT,9607
blue,X5747.67,BGLAP,632
blue,X5751.14,LETMD1,25875
blue,X5752.63,SUSD3,203328
blue,X5754.76,INSL6,11172
blue,X5756.66,PAPPA2,60676
blue,X5757.45,GNAS,2778
blue,X5758.49,KLK9,284366
blue,X5792.8,AFP,174
blue,X5813.58,EPO,2056
blue,X5822.22,GDNF,2668
blue,X5843.60,EHMT2,10919
blue,X5854.60,MAPT,4137
blue,X5870.23,BAD,572
blue,X5900.11,HINT1,3094
blue,X5915.58,PEX5,5830
blue,X6003.28,NEU1,4758
blue,X6027.31,RLN3,117579
blue,X6035.2,ST6GAL1,6480
blue,X6054.6,NXPH3,11248
blue,X6055.53,IFNAR1,3454
blue,X6103.70,FCRL5,83416
blue,X6119.14,MAMDC2,256691
blue,X6168.11,TP53,7157
blue,X6209.2,AOC1,26
blue,X6214.84,IFNA8,3445
blue,X6223.5,GUCA2B,2981
blue,X6226.69,MICU2,221154
blue,X6228.58,SPACA1,81833
blue,X6240.70,RSPO1,284654
blue,X6273.58,P3H1,64175
blue,X6326.20,BMP4,652
blue,X6354.13,HEPHL1,341208
blue,X6371.50,ANGPTL7,10218
blue,X6374.7,MMP20,9313
blue,X6387.61,DEFA5,1670
blue,X6399.52,DEFB107A,245910
blue,X6407.63,LAD1,3898
blue,X6413.79,LIPK,643414
blue,X6424.2,RNASE13,440163
blue,X6447.73,PTX3,5806
blue,X6450.8,FABP6,2172
blue,X6456.17,PSG6,5675
blue,X6464.40,PVRIG,79037
blue,X6471.53,CFHR4,10877
blue,X6472.40,PMEL,6490
blue,X6473.55,BPIFA1,51297
blue,X6485.59,IGLL1,3543
blue,X6493.9,CPZ,8532
blue,X6495.14,EDN1,1906
blue,X6497.10,RS1,6247
blue,X6526.77,OBP2A,29991
blue,X6530.63,OPRPN,58503
blue,X6531.29,FAM162A,26355
blue,X6533.20,DNASE2B,58511
blue,X6536.54,PLBD2,196463
blue,X6538.90,KIAA2013,90231
blue,X6543.182,PRLH,51052
blue,X6550.4,ICAM4,3386
blue,X6593.5,GALNT3,2591
blue,X6604.59,NDNF,79625
blue,X6617.12,FCRL6,343413
blue,X6625.31,ATAD1,84896
blue,X6715.63,ALPG,251
blue,X6895.1,TFRC,7037
blue,X6896.3,C1orf162,128346
blue,X6899.37,PCBD2,84105
blue,X6907.17,TMCO5A,145942
blue,X6911.103,CLEC6A,93978
blue,X6933.20,MRPL34,64981
blue,X6940.18,JPH1,56704
blue,X6973.111,IGF2,3481
blue,X7006.4,COL25A1,84570
blue,X7007.24,TRAPPC4,51399
blue,X7012.35,VNN2,8875
blue,X7045.4,BNIP3,664
blue,X7054.87,CLEC2D,29121
blue,X7059.14,LILRA6,79168
blue,X7070.25,KEL,3792
blue,X7073.69,C22orf15,150248
blue,X7085.81,CDSN,1041
blue,X7097.8,CDY1,9085
blue,X7100.31,CD2,914
blue,X7106.37,OOSP2,219990
blue,X7113.1,GRPEL1,80273
blue,X7121.2,SYT7,9066
blue,X7122.31,LGR5,8549
blue,X7130.4,LAIR2,3904
blue,X7134.14,BCL2L2,599
blue,X7142.5,CPN1,1369
blue,X7174.15,CD38,952
blue,X7178.59,DEPP1,11067
blue,X7180.114,IFNA14,3448
blue,X7181.17,VAPB,9217
blue,X7187.3,PPM1L,151742
blue,X7189.55,CHST3,9469
blue,X7193.98,PCDHAC1,56135
blue,X7196.21,IFNW1,3467
blue,X7197.2,DNAJC15,29103
blue,X7201.5,ISCU,23479
blue,X7204.1,CEACAM21,90273
blue,X7207.4,IK,3550
blue,X7231.37,TMPRSS11A,339967
blue,X7240.2,MBTPS1,8720
blue,X7243.8,IFNB1,3456
blue,X7245.2,CELF2,10659
blue,X7253.6,QKI,9444
blue,X7262.191,CHST14,113189
blue,X7265.32,OSTN,344901
blue,X7267.2,SPTLC2,9517
blue,X7713.50,FMR1,2332
blue,X7732.45,VAMP4,8674
blue,X7735.17,SERPINF1,5176
blue,X7736.28,OPALIN,93377
blue,X7754.11,JAG1,182
blue,X7755.37,ITGB5,3693
blue,X7769.29,SH3BP2,6452
blue,X7773.20,KIR2DL2,3803
blue,X7775.15,KLK11,11012
blue,X7790.21,LIF,3976
blue,X7792.58,CCDC90B,60492
blue,X7812.11,S100A9,6280
blue,X7813.6,ALPP,250
